row ID;row m/z;row retention time;NPC#pathway;NPC#pathway Probability;NPC#superclass;NPC#superclass Probability;NPC#class;NPC#class Probability;ClassyFire#most specific class;ClassyFire#most specific class Probability;ClassyFire#level 5;ClassyFire#level 5 Probability;ClassyFire#subclass;ClassyFire#subclass Probability;ClassyFire#class;ClassyFire#class Probability;ClassyFire#superclass;ClassyFire#superclass probability;b4.mzML Peak area;b2.mzML Peak area;b3.mzML Peak area;MBCe0149.mzML Peak area;b1.mzML Peak area;MBCe0151.mzML Peak area;MBCe0150.mzML Peak area;MBCe0148.mzML Peak area;MBCe0152.mzML Peak area;MBCe0157.mzML Peak area;MBCe0156.mzML Peak area;MBCe0155.mzML Peak area;MBCe0158.mzML Peak area;MBCe0175.mzML Peak area;MBCe0154.mzML Peak area;MBCe0166.mzML Peak area;MBCe0174.mzML Peak area;MBCe0171.mzML Peak area;MBCe0169.mzML Peak area;MBCe0164.mzML Peak area;MBCe0159.mzML Peak area;MBCe0162.mzML Peak area;MBCe0167.mzML Peak area;MBCe0168.mzML Peak area;MBCe0165.mzML Peak area;MBCe0176.mzML Peak area;MBCe0182.mzML Peak area;MBCe0177.mzML Peak area;MBCe0180.mzML Peak area;MBCe0163.mzML Peak area;MBCe0181.mzML Peak area;MBCe0173.mzML Peak area;MBCe0185.mzML Peak area;MBCe0172.mzML Peak area;MBCe0184.mzML Peak area;MBCe0194.mzML Peak area;MBCe0178.mzML Peak area;MBCe0192.mzML Peak area;MBCe0183.mzML Peak area;MBCe0195.mzML Peak area;MBCe0211.mzML Peak area;MBCe0202.mzML Peak area;MBCe0197.mzML Peak area;MBCe0186.mzML Peak area;MBCe0193.mzML Peak area;MBCe0198.mzML Peak area;MBCe0200.mzML Peak area;MBCe0191.mzML Peak area;MBCe0212.mzML Peak area;MBCe0208.mzML Peak area;MBCe0204.mzML Peak area;MBCe0201.mzML Peak area;MBCe0196.mzML Peak area;MBCe0207.mzML Peak area;MBCe0203.mzML Peak area;MBCe0199.mzML Peak area;MBCe0216.mzML Peak area;MBCe0214.mzML Peak area;MBCe0217.mzML Peak area;MBCe0222.mzML Peak area;MBCe0205.mzML Peak area;MBCe0206.mzML Peak area;MBCe0209.mzML Peak area;MBCe0215.mzML Peak area;MBCe0227.mzML Peak area;MBCe0230.mzML Peak area;MBCe0221.mzML Peak area;MBCe0218.mzML Peak area;MBCe0219.mzML Peak area;MBCe0220.mzML Peak area;MBCe0225.mzML Peak area;MBCe0213.mzML Peak area;preblank.mzML Peak area;MBCe0235.mzML Peak area;MBCe0233.mzML Peak area;MBCe0228.mzML Peak area;MBCe0223.mzML Peak area;MBCe0226.mzML Peak area;MBCe0224.mzML Peak area;MBCe0232.mzML Peak area;MBCe0229.mzML Peak area;MBCe0236.mzML Peak area;MBCe0234.mzML Peak area;MBCe0237.mzML Peak area;MBCe0231.mzML Peak area;MBCe0210.mzML Peak area
506;217.1048866;1.4919381;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;621.15027;0;668.5477;523.0019;433.60867;347.128;2012.064;292.39044;502.12146;1926.0504;0;334.54913;666.5202;0;344.53912;293.9837;459.01254;544.851;587.6862;401.8079;438.66095;397.95514;0;303.81757;0;182.7469;0;270.13364;622.7553;324.37756;0;306.35138;0;221.84964;385.17905;209.17697;0;0;495.6918;0;316.3494;662.8306;287.91708;185.13945;706.92065;661.16473;0;475.46365;0;289.59818;260.48322;0;265.7202;434.1652;857.70044;315.64563;323.6253;0;544.44696;669.27515;714.6315;224.37523;263.80957;185.12523;272.87033;697.0939;223.98503;222.0556;783.66205;0;333.64694;441.92813;367.61395;0;215.00533;318.66663;228.34167;1927.6605;689.79626;298.53897;532.6208;0;2912.331
507;294.1562021;1.4974366;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232.21063;0;0;0;0;0;0;0;0;665.11597;0;0;0;0;0;0;0;0;0;0;0;0;0;290.538;0;0;0;0;0;0;418.64337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652.8861
510;120.080555;1.5013821;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;35.68278;0;140.41696;462.88113;172.45148;131.70624;0;0;0;0;0;535.8961;420.3753;0;524.60065;805.0008;961.11676;225.21303;688.2447;1018.03564;595.36847;0;282.16602;560.97253;346.12933;456.25455;1074.5822;617.5796;514.9424;601.6779;562.0565;363.28476;0;1304.0663;355.43176;891.5785;478.33392;0;163.77917;1267.0767;263.68204;230.12793;0;1607.5197;530.0966;0;248.12714;769.9436;780.83435;1249.322;737.49335;1884.4131;1809.1049;99.51472;0;95.580414;114.512566;653.68695;542.6935;1123.2725;563.0176;166.39996;556.3868;0;300.2874;203.27618;0;151.45421;0;0;0;0;168.1832;971.67566;202.30554;0;1213.5138;553.39404;371.24722;0;1350.397;521.08923;2481.2297
511;166.0865295;1.5021917;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;784.3307;0;1580.3563;4785.6313;1951.3246;1378.0919;848.618;1039.1954;1080.5953;914.5581;393.12207;5523.7534;4830.52;0;5734.522;8775.297;13221.758;2766.0889;8497.368;12024.476;7604.911;1266.2681;3109.0593;6507.937;3755.7717;5555.0166;12632.003;7279.6924;7180.3286;8379.137;7235.4224;4017.998;1376.6906;15525.928;4345.278;10766.472;5705.6;0;1937.5575;15807.629;3414.5896;2440.1128;1629.1986;20453.104;6434.4307;3585.929;3121.6814;8901.806;9998.09;16084.5;9353.264;24635.602;23896.676;1234.5571;784.9022;1353.244;1381.7408;8230.037;6211.7793;12953.657;6668.453;1629.2579;5069.82;812.0013;3575.8386;2297.6157;1749.6276;1745.6456;2339.7776;0;412.0246;0;1857.5856;10878.159;2214.809;1179.731;13782.676;5856.0176;3725.448;30049.473;13565.674;5116.9224;32128.201
512;122.0961937;1.5036875;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;416.88144;0;0;0;0;0;0;279.15112;308.9745;0;0;0;366.7276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;173.0244221;1.5081371;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;475.47916;0;0;852.72894;611.2616;348.8274;0;0;345.044;0;0;368.59064;0;0;330.18515;0;0;0;0;0;0;0;160.3262;188.09093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
519;130.0858974;1.5148333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278.24002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
522;216.1956168;1.5288373;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;560.4024;0;767.2842;992.44525;1251.3085;197.48282;1456.757;406.64777;567.9568;973.2749;0;1179.9673;654.9346;0;873.69434;856.3327;1072.8308;1081.9872;1255.5509;607.17145;752.57153;1176.8734;906.3272;637.00104;759.1988;743.4935;619.92426;935.4602;938.44446;835.84076;924.8725;880.0966;724.42834;1047.6785;786.54346;681.7097;887.33777;0;1256.7357;543.8791;913.2575;983.7441;456.58344;155.98662;1264.7037;1338.9178;732.19196;1156.7966;331.80814;0;1309.6859;1248.0315;862.6564;517.36896;752.0112;0;247.18211;1132.4753;798.32196;995.34973;865.0228;752.0029;699.3842;246.64017;707.87775;1033.0057;185.44511;321.18848;1430.6603;0;424.61588;415.7248;382.20517;851.3413;1417.3433;394.53085;797.1488;379.10922;840.65186;876.095;1138.6318;923.011;0
523;170.0257781;1.5292333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483.00143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;352.0631772;1.5292199;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243.21223;0;0;0;0;411.91248;0;0;0;0;0;793.1919;0;0;435.55548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;633.39795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
525;260.0700916;1.5292333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;202.1439347;1.4852381;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;131.24379;0;0;0;0;0;0;0;247.80704;0;0;117.55603;0;0;0;0;274.83484;0;0;0;487.35916;0;0;0;0;0;1165.7465;0;0;0;0;0;0;0;251.84239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;260.1604697;1.539111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317.6488;0;0;0;0;0;0;0;0;0;0;455.08286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713.8167;0;0;0;0;0;0
530;282.0522077;1.5434333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
531;541.11522;1.5434333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;1059.239523;1.5434333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127.47696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
534;416.1893091;1.6759751;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266.62985;0;439.69293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87.13259;680.82355
535;152.0680096;1.5488499;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257.70068;0;214.88069;295.71387;0;0;0;0;0;0;0;0;0;170.88277;0;0;0;0;0;0;0;0;242.38914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;151.0353116;1.5584459;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;45.636593;0;0;0;0;0;0;0;146.08212;0;0;0;0;0;0;0;0;0;608.5001;271.71884;1152.1458;0;0;287.87036;0;0;0;0;203.21196;0;0;0;0;0;223.78273;0;0;0;486.06583;0;0;0;0;180.79742;0;0;0;0;0;40.948483;0;0;61.0228;0;276.1741;0;0;0;0;0;0;0;0;0;0;0;0;199.71823;0;0;0;0;0;0;0;0;129.76537;0;0;0;0;0;0;0;250.41452
537;222.0873982;1.5594388;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152.24345;0;0;0;0;0;0;0;0;0;220.18091;0;105.10021;0;0;0;0;0;0;0;428.58783;0;0;0;0;178.63715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196.2014
538;254.138599;1.56265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;738.35364
541;231.1699939;1.6185918;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160.542;0;0;0;0;0;0;0;0;0;296.8778;0;0;264.64612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276.53815;0;0;104.11595;0;0;209.79338
542;366.0789341;1.5705255;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347.7913;0;0;0;836.55426;0;0;0;0;0;952.99255;0;413.69183;0;407.85532;503.83344;0;0;437.94437;0;4937.382;338.331;3339.5476;7825.6445;0;0;0;0;878.0167;0;0;0;0;0;0;0;0;0;0;1024.1873;0;0;0;0;761.14685;0;0;1340.8616;0;0;0;0;1556.1127;3543.9453
543;188.138833;1.5818166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348.77377
544;168.138232;1.5852278;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;913.8934;0;0;113.57139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2748.7932;0;0;0;0;0;0;0;0
546;118.0863401;1.5934721;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171.72505;0;0;0;0;0;0;0;0;438.84583;0;0;0;0;0;0;171.91269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
550;100.0754503;1.6033379;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;95.31786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230.78209;0;0;0;0;0;0;0;0;0;0;0;0;0;146.53195;0;0;0;0;0;0;0;0;0;1871.9617;0;0;0;0;0;0;1001.4187;506.69617;512.4504;0;0;0;0;0;0;545.1675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125.0593;1590.1616;158.36917;0;0
551;203.1387685;1.6060266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.94784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266.2001;0;0;0;0;0;0;0;0;0;0;193.60077;0;0;0;0;0;0;0;0;0;0;0;54.717384;0;0;0;0;0;0;0;0;0;0;0;0;0;251.96187;0;0;0;0;0;0
553;207.0878701;1.6083333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;122.0572978;1.6098682;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;109.623276;104.179306;150.01115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209.33546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1442.9813;0;0;0;0;0;0;918.355;360.73224;340.22272;0;0;0;0;0;0;483.8549;0;0;0;0;0;0;0;0;0;0;0;0;0;219.12761;0;0;0;0;968.7731;936.7103;140.80103;0;0
556;222.1269804;1.6119347;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282.06564;0;0;389.52792;0;0;0;0;0;0;0;158.52719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159.12744;0;0;0;0;0;0;0;248.37624;0;167.22899;0;0;0;0;0;0;943.8915;138.65329;0;305.83417;0;314.87314;1281.5757;0;0;0;460.58865;0
557;174.1238261;1.6119999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2208.8901;250.87921;1165.4764;1941.7303;0;0;0;91.451164;0;192.57689;0;677.1046;0;693.9697;0;0;0;0;907.248;0;0;0;1279.4757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;229.0698359;1.6158665;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
562;270.1926321;1.623875;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202.30606;0;0;0;0;0;259.59833;0;0;0;0;0;0;0;0;0;0;307.54837;0;0;0;0;0;0;0;0;0;0;0;0;388.42905;0
563;247.1288015;1.6364499;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.150276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169.20634;0;0;135.52219
564;125.9863102;1.6368291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;8329.332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9897.792;7077.091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7530.585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;180.1014766;1.6726835;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321.32028;0;0;0;0;0;0;0;139.5948;0
570;239.1752732;1.6594722;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;184.77823;0;207.19995;195.15579;0;225.16121;122.95793;204.08339;206.41396;0;0;223.82399;0;0;274.16898;200.9519;0;135.70522;0;182.2705;162.55176;0;219.13101;190.92847;0;214.41298;126.088425;0;240.43651;214.98479;168.98442;261.6512;0;0;199.688;186.63428;0;0;247.63016;224.23032;241.74405;132.73344;0;0;0;0;0;0;0;117.465744;0;0;0;0;98.933014;0;0;117.614624;99.01126;0;0;0;0;0;0;0;0;0;189.51633;0;0;151.14128;0;0;0;0;0;293.31512;0;0;0;98.30551;0
573;345.1560609;1.6677667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294.40186
575;162.1121437;1.6707165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178.27388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;900.33997
576;169.046893;1.672789;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;208.1081942;1.6875178;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;145.46242;0;0;0;0;0;0;0;0;0;0;0;613.6778;415.38306;724.00287;662.8803;0;0;0;0;0;0;0;218.30043;1153.8512;767.8605;431.6462;0;0;0;305.0082;379.54172;0;0;788.99255;0;0;0;250.46515;592.3674;0;0;259.9732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;722.6824
584;229.1548719;1.8357525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;601.6263;351.808;0;0;0;0;0;0;571.82654;304.00208;0;414.94168;656.7864;0;0;0;1028.0844;542.15216;0;525.8329;816.4686;688.1534;1168.8232;0;634.6379;527.9349;0;538.7296;536.5006;0;912.3212;165.40506;877.41754;0;0;0;248.40451;725.0139;0;0;923.4816;385.8815;0;0;0;176.1661;0;225.38954;0;194.58885;0;0;0;0;0;0;215.71896;0;0;857.46387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.32449;2724.2466;174.11542;0;601.10406
588;220.1464052;1.7201375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;282.97977;0;442.36514;182.72058;244.82613;0;1363.9059;0;0;1415.8136;0;147.06241;0;0;0;0;1044.0549;1014.12335;1137.6119;0;0;1316.8536;0;0;0;0;500.2067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
592;271.2015424;1.7342668;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212.46504;0;0;0;0;0;568.6192;188.4066;0;0;0;0
594;157.0834281;1.7389015;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;117.47483;0;0;0;0;0;0;93.33644;0;0;0;0;133.7785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119.13166;0;0;0;0;0;0;446.97702;0;0;155.83249;838.5706;0;0;0;410.0238;0;346.2329;0;439.78973
595;132.0036595;1.7369263;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;689.7553;294.97296;403.46692;321.43015;271.9561;191.67915;513.50726;463.1715;162.90157;526.1833;1031.0012;399.28244;223.2969;465.79654;426.96274;300.55408;402.07214;612.4625;220.36842;142.79771;250.31133;335.83334;670.5016;648.9631;581.23035;177.33232;468.4368;922.9339;609.0309;206.68958;506.13553;1152.92;143.34029;661.38904;410.84512;553.63513;246.37697;331.29868;436.76282;330.6571;407.76108;489.34714;245.52397;142.23978;1624.8645;577.1769;516.6189;284.83264;699.94006;0;531.8067;512.31006;305.421;232.1907;920.47015;378.0655;474.36325;148.83488;209.22813;347.81775;297.22238;471.6335;371.50348;793.2067;244.79504;364.2555;263.6653;363.08926;244.84616;328.98453;341.53854;1210.7892;520.65265;240.63348;458.0447;169.89981;374.098;167.45299;262.8677;880.3331;672.39624;597.86005;321.03757;132.82613;397.7554;0
596;272.1351857;1.7545499;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201.85068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;110.0084452;1.7097764;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155.53291;152.70444;262.95877;475.16656;214.28885;208.72093;508.09628;361.92963;401.10855;443.05325;315.77786;231.77129;0;185.41875;410.06546;197.93279;547.1097;493.20264;577.0873;0;866.2748;529.9731;410.46378;530.9065;410.67377;0;0;811.93036;545.0363;493.63626;147.76491;470.77393;465.70255;425.13574;289.06625;0;607.3904;314.80945;238.7109;360.78586;312.74408;572.4989;474.82626;0;0;561.80396;1420.6112;423.1882;0;258.48938;403.3281;334.96185;0;480.2634;1417.9222;816.4359;213.27893;220.8773;452.9574;0;544.3215;0;335.0125;419.86462;458.75037;766.3915;360.71558;241.64737;512.2727;506.9171;895.839;375.10593;810.9915;329.67322;766.9177;206.21968;392.09506;975.0044;0;320.6382;274.5826;852.3269;0;419.1045;448.831;0
