row ID;row m/z;row retention time;NPC#pathway;NPC#pathway Probability;NPC#superclass;NPC#superclass Probability;NPC#class;NPC#class Probability;ClassyFire#most specific class;ClassyFire#most specific class Probability;ClassyFire#level 5;ClassyFire#level 5 Probability;ClassyFire#subclass;ClassyFire#subclass Probability;ClassyFire#class;ClassyFire#class Probability;ClassyFire#superclass;ClassyFire#superclass probability;b4.mzML Peak area;b2.mzML Peak area;b3.mzML Peak area;MBCe0149.mzML Peak area;b1.mzML Peak area;MBCe0151.mzML Peak area;MBCe0150.mzML Peak area;MBCe0148.mzML Peak area;MBCe0152.mzML Peak area;MBCe0157.mzML Peak area;MBCe0156.mzML Peak area;MBCe0155.mzML Peak area;MBCe0158.mzML Peak area;MBCe0175.mzML Peak area;MBCe0154.mzML Peak area;MBCe0166.mzML Peak area;MBCe0174.mzML Peak area;MBCe0171.mzML Peak area;MBCe0169.mzML Peak area;MBCe0164.mzML Peak area;MBCe0159.mzML Peak area;MBCe0162.mzML Peak area;MBCe0167.mzML Peak area;MBCe0168.mzML Peak area;MBCe0165.mzML Peak area;MBCe0176.mzML Peak area;MBCe0182.mzML Peak area;MBCe0177.mzML Peak area;MBCe0180.mzML Peak area;MBCe0163.mzML Peak area;MBCe0181.mzML Peak area;MBCe0173.mzML Peak area;MBCe0185.mzML Peak area;MBCe0172.mzML Peak area;MBCe0184.mzML Peak area;MBCe0194.mzML Peak area;MBCe0178.mzML Peak area;MBCe0192.mzML Peak area;MBCe0183.mzML Peak area;MBCe0195.mzML Peak area;MBCe0211.mzML Peak area;MBCe0202.mzML Peak area;MBCe0197.mzML Peak area;MBCe0186.mzML Peak area;MBCe0193.mzML Peak area;MBCe0198.mzML Peak area;MBCe0200.mzML Peak area;MBCe0191.mzML Peak area;MBCe0212.mzML Peak area;MBCe0208.mzML Peak area;MBCe0204.mzML Peak area;MBCe0201.mzML Peak area;MBCe0196.mzML Peak area;MBCe0207.mzML Peak area;MBCe0203.mzML Peak area;MBCe0199.mzML Peak area;MBCe0216.mzML Peak area;MBCe0214.mzML Peak area;MBCe0217.mzML Peak area;MBCe0222.mzML Peak area;MBCe0205.mzML Peak area;MBCe0206.mzML Peak area;MBCe0209.mzML Peak area;MBCe0215.mzML Peak area;MBCe0227.mzML Peak area;MBCe0230.mzML Peak area;MBCe0221.mzML Peak area;MBCe0218.mzML Peak area;MBCe0219.mzML Peak area;MBCe0220.mzML Peak area;MBCe0225.mzML Peak area;MBCe0213.mzML Peak area;preblank.mzML Peak area;MBCe0235.mzML Peak area;MBCe0233.mzML Peak area;MBCe0228.mzML Peak area;MBCe0223.mzML Peak area;MBCe0226.mzML Peak area;MBCe0224.mzML Peak area;MBCe0232.mzML Peak area;MBCe0229.mzML Peak area;MBCe0236.mzML Peak area;MBCe0234.mzML Peak area;MBCe0237.mzML Peak area;MBCe0231.mzML Peak area;MBCe0210.mzML Peak area
385;145.0974437;1.2798268;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98.4581;0;0;0;0;0;0;0;468.7185;0;0;229.09848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177.47066;745.1757
387;152.0569403;1.2873542;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352.9702;295.49622;369.92758;446.08902;0;216.37202;0;124.070206;0;0;0;674.5376;0;500.4946;0;0;0;0;318.9939;0;0;0;282.42783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166.458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;731.8331
390;184.1331845;1.2917922;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199.16513;0;0;0;0;0;190.02783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380.98242;0;0;0;420.49664;0;0;0;0;0;0;0;0;122.67942;0;0;0;261.08615;0;140.17468;0;0;0;0;158.80545;0;0;0;209.84476;0;253.58829;258.16425;368.96393;0;887.5926
396;331.2343407;1.2941998;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177.41933
400;116.070727;1.2978395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;70.761086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154.88583;0;0;0;312.1928;0;311.17242;0;200.20801;0;0;0;0;0;0;0;291.1341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149.94745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149.8754;0;0;0;0;0
402;213.1232557;1.2991666;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154.59517;0;0;0
404;269.0884965;1.2998905;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128.874;0;0;174.65067;0;0;0;0;0;0;0;0;0;0;0;0;218.27057;0;0;0;0;121.26947;0;0;918.6564;0;0;0;0;246.04779;0;0;0;0;0;0;0;0;0;0;375.69104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;199.1807151;1.3050333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.90834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494.1625;0;0;0;0;0
414;110.0960869;1.3061167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300.81512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
418;257.1859408;1.3089473;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;81.39691;0;0;0;0;0;0;0;0;0;0;0;390.16687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181.86008;0;0;0;0;0;0;0;0;0;0;286.04102;0;0;0;0;0;0;0;0;0;0;0;0;0;379.6354;296.95697;288.97638;0;0;0;0;0;0;0;0;0;0;290.53937;0;0;439.9883;0;0;0;0;0;0;697.11163;0;238.28197;220.02664;214.46379;0
428;186.1122647;1.3203576;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;126.58132;0;0;0;0;0;0;0;0;0;185.48169;0;0;0;0;542.3675;0;288.65115;0;817.80945;0;0;137.51817;0;0;590.863;0;0;368.821;0;526.80273;0;0;0;189.39328;0;0;0;0;0;0;0;0;0;0;0;0;673.63043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
429;228.0800403;1.3208333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335.0112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;173.0782097;1.3231622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;486.3611;0;617.8252;0;357.41064;292.7051;1464.8821;0;493.81644;1528.481;0;276.5138;0;0;283.52597;185.23515;467.65744;487.3482;501.4547;274.93668;228.39252;348.69443;95.44684;0;0;0;0;125.60364;0;0;239.51358;0;0;0;0;0;0;0;179.23831;0;171.5272;0;0;0;0;0;123.63824;0;0;0;0;0;0;296.70206;0;231.38435;93.88287;0;0;219.70076;0;0;95.023834;0;0;0;0;165.78716;0;0;389.49704;0;0;0;0;0;0;0;387.743;169.38634;320.05862;0;0
433;253.0545459;1.3317916;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;231.0727769;1.33255;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;200.1282491;1.3411083;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294.61115;0;0;0;0;0;0;0;0;0;660.6407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
438;254.1495925;1.344889;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200.40265;0;0;0;0;0;0;0;0;0;0;0;0;2093.1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170.24191;0;0;0;0;0;0;0;0;0
439;132.0036623;1.4538267;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;357.12228;242.16785;597.65533;679.7287;403.79425;347.5747;979.1748;263.5208;339.05948;243.70169;0;584.9352;0;320.00824;538.10095;638.545;448.41663;635.77167;243.78326;0;183.43936;0;0;341.60773;507.0329;388.38474;365.2683;0;431.69974;297.1842;501.40668;0;376.24338;0;431.78305;827.7266;208.34322;916.7634;0;0;401.88193;798.33704;855.9195;497.89206;0;624.284;0;812.5251;208.44379;0;0;435.85318;0;0;0;0;200.42307;651.23334;263.51205;1060.4656;835.06476;0;577.1134;0;806.6316;165.84048;184.41924;0;0;611.2135;281.88525;0;0;0;151.41046;384.3808;0;0;920.49634;0;0;0;0;0;0;0
441;258.1202869;1.3566998;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372.5378;0;0;0
445;247.1287123;1.3639842;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;226.55847;0;0;0;0;0;111.30818;260.74377;0;198.16583;249.56677;173.60782;272.06088;0;0;496.1759;0;0;0;0;0;467.49536;0;0;615.1351;0;0;208.09787;0;0;0;0;0;0;195.03116;139.69742;0;0;196.33803;0;0;0;178.61774;0;0;0;0;0;0;0;129.20728;0;0;0;0;0;0;0;0;0;0;0;0;0;181.82588;0;0;0;0;0;0;102.11047;0;1013.1768
446;144.0655529;1.3677064;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;276.51068;0;0;356.79703;0;0;417.54663;0;332.2019;0;0;0;677.9736;439.99963;1762.8512;389.28302;0;0;0;398.5177;320.6614;0;0;0;452.1956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199.90672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161.82794
452;215.1390758;1.3793883;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;294.89706;0;0;0;0;0;0;0;0;0;0;0;339.0103;0;0;0;569.2719;357.36005;0;0;0;0;0;0;398.87396;0;0;191.23705;0;0;0;0;437.5378;0;0;0;0;0;0;0;609.8695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476.24686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2161.267;0;0;0
453;218.1388653;1.3927711;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;135.35728;0;0;0;0;0;0;0;148.04309;0;0;0;0;219.53253;0;939.7261;0;0;0;0;0;0;446.66464;1355.7905;0;0;806.6474;0;194.08603;0;1773.8945;0;230.42474;2313.5632;0;481.63675;3169.1167;198.44795;949.1221;583.9864;2352.6792;1278.0369;1460.0887;0;1709.2913;2591.779;6734.3506;1675.743;8637.858;4877.0527;0;533.11316;368.1365;261.39697;2576.043;1356.5896;1476.0444;1040.2307;579.049;0;283.3618;764.4;1362.4323;303.8418;274.143;3031.0388;0;192.90817;0;365.10388;2205.9167;213.51189;529.39343;2904.476;955.8258;622.4003;1196.5508;1251.2646;2839.8875;6934.4883
454;404.193533;1.3953375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539.91956;0;0;0;0;0;129.707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343.3369;0;0;0;0;0;0;0;193.17401;0
455;271.0649791;1.3959317;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;1153.4974;0;0;1386.9282;0;0;0;0;0;0;2109.5942;1310.9944;3948.0798;0;0;2761.2302;0;0;0;0;1100.5406;0;0;0;0;0;0;0;0;2179.223;0;0;0;0;0;0;0;0;702.50037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;811.9948
457;519.1412095;1.3989139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;201.61551;0;0;247.48837;0;0;0;0;0;0;463.8395;0;2710.5276;0;0;1149.689;0;0;0;0;0;0;0;0;0;0;0;0;0;1178.9138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459;295.1402206;1.4001833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249.6867;0;0;0;291.3312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691.9181
460;229.0317185;1.4026074;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;188.94473;0;0;256.61838;218.62895;956.2027;0;0;0;0;0;0;82.093735;79.31209;0;0;0;0;243.73596;0;0;0;0;0;0;0;0;0;437.14542;0;156.33812;0;0;0;0;0;0;0;0;111.42786;0;106.98025;0;0;0;0;0;202.86041;0;157.61327;0;0;0;0;0;0;0;0;0;0;158.26158;0;0;0;0;118.64734;0;0;0;228.74529;108.65172;0;0;0;0;0;0;132.80391;0;301.89276;553.33923
461;217.0566987;1.4026405;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;247.30698;0;0;0;0;0;0;331.20193;213.96605;858.9826;0;0;455.73315;0;0;0;0;0;0;0;0;0;0;0;0;0;504.99356;0;0;0;0;0;0;0;0;121.044815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463;154.0471796;1.4048167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298.04245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465;174.0511515;1.4057966;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;139.69843;0;0;0;0;0;0;282.4724;0;576.9575;0;0;351.11353;0;0;0;0;0;0;0;0;0;0;0;0;0;313.70636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;312.3008885;1.406375;Amino acids and Peptides;0.378239453;Small peptides;0.457202047;Aminoacids;0.111243226;Organoheterocyclic compounds;0.77727282;0;0;0;0;0;0;Organoheterocyclic compounds;0.77727282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279.65988;0;582.3157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;333.250193;1.411375;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403.24292;0;0;0;0;0;0;0;0;0;415.91537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
468;127.0500166;1.4138167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266.8958;275.44638;0;601.333;0;225.96242;0;0;0;0;0;542.8185;0;436.02225;0;0;0;0;227.62598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469;159.1130114;1.4123555;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.0763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272.24603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1265.141
475;186.1853486;1.423869;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;129.4296;0;0;0;0;183.95749;0;0;0;193.80109;0;120.39783;0;0;0;169.41957;0;0;0;0;0;0;0;0;0;0;0;153.52449;157.67043;179.06503;0;0;122.91223;145.57155;0;0;233.405;0;0;0;0;0;172.92262;360.94766;0;0;110.47508;0;0;0;295.14185;285.3256;0;235.15575;0;0;0;198.99698;0;627.8733;486.5083;338.57834;280.41754;0;361.4207;0;0;0;250.61139;0;0;0;135.78445;289.70486;0;170.55186;229.92511;0;0;0;407.4929;0;0
476;444.2069623;1.4279834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362.3266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
477;196.1316665;1.4047455;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287.32623;370.30954;278.75467;449.95016;0;0;0;0;0;215.38843;0;0;0;0;0;0;0;0;131.55345;0;0;518.09467;509.9413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215.00378;0;0;0;0;0;0;0;170.21085;0;0;0;0;0;1099.8623
478;110.008459;1.2538277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;288.95383;574.2839;214.65976;712.5235;502.0492;1109.7339;1060.0403;1149.1434;1242.3342;3029.4375;589.8879;1221.8397;3073.9927;379.9519;1032.1359;389.77707;754.203;1584.2167;590.73254;3050.4688;2112.0876;2665.237;2342.9243;2129.582;2355.155;1031.9043;1166.8036;475.46655;322.36472;1587.684;0;2381.6008;1677.8973;949.9564;1204.9908;1917.1945;1163.8345;1877.0338;1231.4255;2367.2456;186.22307;1524.8733;1120.5247;1141.9879;2022.8406;1335.8718;987.5303;1216.6937;0;1070.4344;1697.0673;1061.0758;983.1598;1057.8838;860.8254;1980.5952;1422.411;1029.7302;1292.1992;0;776.1496;1167.9987;359.8763;1257.3152;959.02795;1384.4585;1803.9723;1722.0303;1674.3547;1614.9991;1225.6141;1081.6847;520.7634;1606.7588;0;1236.8181;918.6198;2200.0735;1234.9338;1083.929;977.25696;1391.4534;1046.6536;1208.5718;1628.8921;0
480;160.1328573;1.4353667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124.36284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215.70897;0;0;535.92664;0;0;0;0;0;0;0;0;0;0;226.69464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
481;174.148549;1.4357334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;373.9403;0;359.24493;0;742.5768;413.6156;0;0;194.15863;953.9546;536.098;0;4206.7593;2579.7314;4224.8877;6809.7285;0;1194.8107;484.03345;493.4923;607.91956;1044.2883;0;2914.7795;1863.9631;5759.913;181.65077;0;159.88443;321.31677;1284.6677;201.95041;202.19675;758.6108;4234.567;0;200.42146;752.6207;279.93906;872.77277;303.61862;536.2291;858.7802;0;340.90778;189.79523;267.54446;538.92346;0;0;0;0;158.26431;162.91565;0;189.92424;0;265.01837;0;0;137.47209;160.16663;0;276.77478;0;0;418.018;199.76364;178.9448;223.52908;0;0;2253.2107
486;144.101767;1.4475833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256.85965
489;311.1238758;1.4573056;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.09387;0;0;0;0;0;0;0;0;0;0;279.42056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;796.3185
492;367.1501122;1.4684633;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;923.5873;0;302.55875;550.7308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275.51523;0;0;0;0;0;0;0;0;0;0;0;0;228.9202;0
494;172.9772013;1.6976253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;375.1343;1002.59515;1051.7911;340.29077;765.8104;223.68892;469.94965;289.83182;242.9882;273.44263;282.98785;0;314.4663;777.86743;414.46857;994.24554;0;1025.7104;960.04785;257.04187;0;987.01666;1332.6118;589.02106;131.6842;407.86743;654.194;253.59569;1035.623;553.1831;1409.2134;177.90547;428.42874;454.78366;563.88403;1148.5151;529.3557;329.4785;547.38763;400.17905;1182.2179;180.99715;148.20512;2298.4963;289.19305;874.0993;304.79034;1052.2341;711.6159;315.82217;445.00793;257.1869;235.56;257.46246;929.83136;0;623.3497;269.79025;427.05206;378.4386;306.0854;1107.6638;604.782;300.56256;415.47186;236.26477;430.17453;425.74667;192.55792;748.5368;291.37543;644.1305;659.87775;643.40375;421.4503;804.86487;373.86646;458.8603;274.28613;561.8887;1098.5228;194.20587;269.09424;137.9777;114.598976;0
495;271.2014739;1.4710643;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.95718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223.7297;0;0;0;0;87.11619;0;0;217.38615;239.48969;0;0;0;0;0;277.63736;237.72145;0;0;0;0
504;285.1445044;1.488318;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137.77995;0;0;0;247.06335;0;388.47534;205.44308;1151.204;0;0;0;0;314.47476;393.4083;144.20584;412.2318;0;199.21326;0;72.57059;179.11917;137.466;303.23846;210.86154;159.763;0;0;0;295.38904;2186.8044;207.08783;118.19057;2807.1155;0;150.26181;663.96356;403.20905;1156.0869;5197.166
505;220.1177432;1.4887573;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240.44154;0;0;0;138.82912;0;446.59167;0;0;399.5214;0;0;0;0;0;0;0;0;0;0;0;0;110.22727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152.16513;0;780.4988
