parent mass;ATTRIBUTE_Day_cat;ATTRIBUTE_Day_num;ATTRIBUTE_Phases;ATTRIBUTE_replicate;ATTRIBUTE_SampleType;ATTRIBUTE_Shift_Major;cluster index;Compound_Name;GNPSGROUP:1;GNPSGROUP:10;GNPSGROUP:113;GNPSGROUP:15;GNPSGROUP:2;GNPSGROUP:23;GNPSGROUP:29;GNPSGROUP:3;GNPSGROUP:4;GNPSGROUP:44;GNPSGROUP:5;GNPSGROUP:57;GNPSGROUP:6;GNPSGROUP:7;GNPSGROUP:71;GNPSGROUP:8;GNPSGROUP:85;GNPSGROUP:9;GNPSGROUP:99;GNPSGROUP:B;GNPSGROUP:Blanck;GNPSGROUP:Early;GNPSGROUP:Late;GNPSGROUP:MeOH;GNPSGROUP:PB;GNPSGROUP:Peak;GNPSGROUP:Succession;GNPSGROUP:T1;GNPSGROUP:T10;GNPSGROUP:T11;GNPSGROUP:T12;GNPSGROUP:T2;GNPSGROUP:T3;GNPSGROUP:T4;GNPSGROUP:T5;GNPSGROUP:T6;GNPSGROUP:T7;GNPSGROUP:T8;GNPSGROUP:T9;molecularFormula;ClassyFire#class;ClassyFire#level 5;ClassyFire#most specific class;ClassyFire#subclass;ClassyFire#superclass;NPC#class;NPC#pathway;NPC#superclass;precursor mass;RTConsensus;RTMean;Smiles;SpectrumID
698.482;T9;71;Late;9;Succession;Late;1357;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1957.257888;0;0;1957.257888;0;-1;-1;0;3914.515776;-1;0;0;1957.257888;0;0;0;0;0;0;0;0;0;0;0;1957.257888;C34H63N7O8;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;698.482;4.2812;4.2812;;
351.2531;T9;71;Late;9;Succession;Late;3618;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525.0286863;0;0;525.0286863;0;-1;-1;0;1050.057373;-1;0;0;525.0286863;0;0;0;0;0;0;0;0;0;0;0;525.0286863;C21H34O4;Fatty Acyls;;Lineolic acids and derivatives;Lineolic acids and derivatives;Lipids and lipid-like molecules;Monoacylglycerols;Fatty acids;Glycerolipids;351.2531;7.669;7.669;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368.4253;T4,T8;57,15;Late,Early;9,4,8;Succession;Early,Late;5810;;0;0;0;3117.831423;0;0;0;0;921.0392542;0;0;2698.316901;0;0;0;3117.831423;0;1777.277647;0;-1;-1;6235.662845;5396.633802;-1;0;0;5816.148324;0;0;0;0;0;0;3117.831423;0;0;0;2698.316901;0;C25H53N;Organonitrogen compounds;;Amines;Amines;Organic nitrogen compounds;Hydrocarbons;Fatty acids;Fatty acyls;368.4253;9.5373;9.5373;;
171.0628;T11;99;Late;1;Succession;Late;666;;4657.89338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4657.89338;-1;-1;0;9315.78676;-1;0;0;4657.89338;0;0;4657.89338;0;0;0;0;0;0;0;0;0;C7H8N4;Diazines;Aminopyrimidines and derivatives;Aminopyrimidines and derivatives;Pyrimidines and pyrimidine derivatives;Organoheterocyclic compounds;Purine alkaloids;Alkaloids;Pseudoalkaloids;171.0628;2.016;2.016;;
436.3403;T9,T8;71,57;Late;9,4,8;Succession;Late;4668;;0;0;0;0;0;0;0;0;1172.949541;0;0;5518.84877;0;0;2124.946531;2333.373995;0;4137.471765;0;-1;-1;0;15287.5906;-1;0;0;7643.795301;0;0;0;0;0;0;0;0;0;0;5518.84877;2124.946531;;;;;;;;;;436.3403;8.8101;8.8101;;
522.2602;T9;71;Late;9;Succession;Late;2256;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467.095131;0;0;467.095131;0;-1;-1;0;934.1902619;-1;0;0;467.095131;0;0;0;0;0;0;0;0;0;0;0;467.095131;;;;;;;;;;522.2602;6.5569;6.5569;;
195.0764;T9;71;Late;2;Succession;Late;183;;0;0;0;0;1355.861089;0;0;0;0;0;0;0;0;0;1355.861089;0;0;0;0;-1;-1;0;2711.722179;-1;0;0;1355.861089;0;0;0;0;0;0;0;0;0;0;0;1355.861089;;;;;;;;;;195.0764;1.1074;1.1074;;
321.0992;T8;57,7;Late;7;Succession;Late;326;;0;0;0;0;0;0;0;0;0;0;0;2333.959324;0;2333.959324;0;0;0;0;0;-1;-1;0;4667.918647;-1;0;0;2333.959324;0;0;0;0;0;0;0;0;0;0;2333.959324;0;;;;;;;;;;321.0992;1.1982;1.1982;;
280.1543;T9,T8;71,57;Late;5,4;Succession;Late;927;;0;0;0;0;0;0;0;0;1716.482583;0;5169.990809;5169.990809;0;0;1716.482583;0;0;0;0;-1;-1;0;13772.94678;-1;0;0;6886.473392;0;0;0;0;0;0;0;0;0;0;5169.990809;1716.482583;C15H21NO4;Fatty Acyls;Acyl carnitines;Acyl carnitines;Fatty acid esters;Lipids and lipid-like molecules;Fatty acyl carnitines;Fatty acids;Fatty esters;280.1543;2.8309;2.8309;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
773.4969;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2125;;1563208.912;1680315.94;1294573.772;1099267.465;1773630.45;1318530.436;1117769.857;1465853.512;1170586.153;812048.1528;973270.1641;1214533.957;1368981.034;1460866.18;1086381.866;1657590.059;1442372.682;1264127.62;1632319.955;-1;-1;9313997.541;1.50E+07;-1;0;1117769.857;1.27E+07;0;1442372.682;1632319.955;1294573.772;0;1680315.94;1099267.465;1318530.436;1117769.857;812048.1528;1214533.957;1086381.866;;;;;;;;;;773.4969;6.1867;6.1867;;
789.4682;T3,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2087;;27147.12782;34231.94167;9113.495144;26623.12664;25290.57915;22722.64225;4332.825021;20377.67255;19851.65424;11880.63868;13669.59145;19658.73601;15858.65568;13280.45226;11141.71176;11510.20711;0;12439.78523;19720.6083;-1;-1;171488.2461;143030.3798;-1;0;4332.825021;159425.7255;0;0;19720.6083;9113.495144;0;34231.94167;26623.12664;22722.64225;4332.825021;11880.63868;19658.73601;11141.71176;;;;;;;;;;789.4682;6.1858;6.1858;;
326.3783;T3,T10,T7,T9,T8,T6,T11;71,3,29,44,99,85,57,7,10;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;4130;;61382.17693;17171.32538;0;0;42086.82574;0;27012.5602;26794.2651;25508.95732;24167.99117;67713.42423;117617.7394;27079.65632;23717.43225;54132.66454;58163.88384;173482.6793;98985.31582;17846.97753;-1;-1;61355.21096;774496.1039;-1;0;27012.5602;431431.9375;0;173482.6793;17846.97753;0;0;17171.32538;0;0;27012.5602;24167.99117;117617.7394;54132.66454;C22H47N;Organonitrogen compounds;Primary amines;Monoalkylamines;Amines;Organic nitrogen compounds;Hydrocarbons;Fatty acids;Fatty acyls;326.3783;8.3902;8.3902;;
794.5682;T9,T8;71,57;Late;9,4;Succession;Late;7468;;0;0;0;0;0;0;0;0;2484.81653;0;0;2484.81653;0;0;666.6292577;0;0;666.6292577;0;-1;-1;0;6302.891576;-1;0;0;3151.445788;0;0;0;0;0;0;0;0;0;0;2484.81653;666.6292577;;;;;;;;;;794.5682;10.1784;10.1784;;
217.1065;T8;3,57;Late;3;Succession;Late;818;;0;0;0;0;0;0;0;4553.249313;0;0;0;4553.249313;0;0;0;0;0;0;0;-1;-1;0;9106.498627;-1;0;0;4553.249313;0;0;0;0;0;0;0;0;0;0;4553.249313;0;C10H18O6;Carboxylic acids and derivatives;;Dicarboxylic acids and derivatives;Dicarboxylic acids and derivatives;Organic acids and derivatives;Wax monoesters;Fatty acids;Fatty esters;217.1065;2.4334;2.4334;;
856.5811;T10,T9,T8,T12;71,3,85,57,113;Late;5,9,4,3;Succession;Late;8730;;0;0;2853.768222;0;0;0;0;11562.36081;6257.52332;0;2630.922451;6257.52332;0;0;7841.097749;0;8693.399323;5194.982031;0;-1;-1;0;51291.57723;-1;0;0;25645.78861;0;8693.399323;0;2853.768222;0;0;0;0;0;0;6257.52332;7841.097749;;;;;;;;;;856.5811;10.5824;10.5824;;
569.253;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;7643;;30424.45827;50525.75564;4367.12563;56400.17708;26701.22322;8587.220173;37212.21799;27214.43663;16287.13;22551.55305;3736.68858;18240.64425;21283.22555;24189.21524;4139.723923;35795.88228;4747.134128;39497.32601;18358.03392;-1;-1;268238.5238;144808.4298;-1;0;37212.21799;225129.5858;0;4747.134128;18358.03392;4367.12563;0;50525.75564;56400.17708;8587.220173;37212.21799;22551.55305;18240.64425;4139.723923;C30H42O8;Tannins;;Hydrolyzable tannins;Hydrolyzable tannins;Phenylpropanoids and polyketides;Dibenzocyclooctadienes lignans;Shikimates and Phenylpropanoids;Lignans;569.253;10.1775;10.1775;;
358.2702;T9,T12;71,113;Late;9,4;Succession;Late;1067;;0;0;3291.146878;0;0;0;0;0;3291.146878;0;0;0;0;0;515.3057761;0;0;515.3057761;0;-1;-1;0;7612.905308;-1;0;0;3806.452654;0;0;0;3291.146878;0;0;0;0;0;0;0;515.3057761;C18H35N3O4;Carboxylic acids and derivatives;Peptides;Dipeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;358.2702;3.4114;3.4114;;
214.2528;T4;7,15;Early;7;Succession;Early;2081;;0;0;0;1868.333063;0;0;0;0;0;0;0;0;0;1868.333063;0;0;0;0;0;-1;-1;3736.666126;0;-1;0;0;1868.333063;0;0;0;0;0;0;1868.333063;0;0;0;0;0;C14H31N;Organonitrogen compounds;Primary amines;Monoalkylamines;Amines;Organic nitrogen compounds;Hydrocarbons;Fatty acids;Fatty acyls;214.2528;6.164;6.164;;
273.1672;T4,T9;71,15;Late,Early;2,9;Succession;Early,Late;997;;0;0;0;2936.957103;2936.957103;0;0;0;0;0;0;0;0;0;545.3126156;0;0;545.3126156;0;-1;-1;5873.914206;1090.625231;-1;0;0;3482.269719;0;0;0;0;0;0;2936.957103;0;0;0;0;545.3126156;C10H20N6O3;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Aminoacids;Amino acids and Peptides;Small peptides;273.1672;3.0549;3.0549;;
132.1021;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;308;;351566.3883;198962.8787;351884.6541;117758.6275;411451.2804;511285.0578;639084.4332;372030.7451;409556.8089;232254.4184;214103.5789;366429.9318;381393.9751;346681.1775;368599.4549;374174.9106;146950.1589;212676.8818;140426.1311;-1;-1;2295097.561;3213089.499;-1;0;639084.4332;3073635.747;0;146950.1589;140426.1311;351884.6541;0;198962.8787;117758.6275;511285.0578;639084.4332;232254.4184;366429.9318;368599.4549;C6H13NO2;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids;Amino acids, peptides, and analogues;Organic acids and derivatives;Aminoacids;Fatty acids;Fatty Acids and Conjugates;132.1021;1.305;1.305;;
215.139;T12;113;Late;6;Succession;Late;430;;0;0;6633.915449;0;0;0;0;0;0;0;0;0;6633.915449;0;0;0;0;0;0;-1;-1;0;13267.8309;-1;0;0;6633.915449;0;0;0;6633.915449;0;0;0;0;0;0;0;0;C10H15NO3;Carboxylic acids and derivatives;Amino acids and derivatives;N-acyl-alpha amino acids;Amino acids, peptides, and analogues;Organic acids and derivatives;Dipeptides;Amino acids and Peptides;Small peptides;215.139;1.3759;1.3759;;
619.2289;T9;71;Late;9;Succession;Late;3199;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1203.316018;0;0;1203.316018;0;-1;-1;0;2406.632037;-1;0;0;1203.316018;0;0;0;0;0;0;0;0;0;0;0;1203.316018;C33H40O9;Carboxylic acids and derivatives;;Tetracarboxylic acids and derivatives;Tetracarboxylic acids and derivatives;Organic acids and derivatives;Tetraketide meroterpenoids;Terpenoids;Meroterpenoids;619.2289;7.343;7.343;;
851.3985;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2632;;53035.52514;70448.94906;46586.70662;48413.27824;86125.92201;60420.91925;11583.42773;48542.67309;38685.75758;25752.61039;44665.23159;45705.83292;55445.8968;46729.27863;43536.57976;57477.45786;54615.74704;42059.18301;65702.87471;-1;-1;370149.7208;563800.7029;-1;0;11583.42773;472766.9257;0;54615.74704;65702.87471;46586.70662;0;70448.94906;48413.27824;60420.91925;11583.42773;25752.61039;45705.83292;43536.57976;;;;;;;;;;851.3985;6.7286;6.7286;;
646.4663;T9;71;Late;9;Succession;Late;5137;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458.8727091;0;0;458.8727091;0;-1;-1;0;917.7454181;-1;0;0;458.8727091;0;0;0;0;0;0;0;0;0;0;0;458.8727091;;;;;;;;;;646.4663;9.2554;9.2554;;
786.5322;T9;71;Late;9;Succession;Late;4989;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529.3796319;0;0;529.3796319;0;-1;-1;0;1058.759264;-1;0;0;529.3796319;0;0;0;0;0;0;0;0;0;0;0;529.3796319;;;;;;;;;;786.5322;9.217;9.217;;
767.4105;T12;113;Late;5,1,8;Succession;Late;1088;;13810.26717;0;20435.67051;0;0;0;0;0;0;0;4259.776508;0;0;0;0;2365.626831;0;0;0;-1;-1;0;40871.34102;-1;0;0;20435.67051;0;0;0;20435.67051;0;0;0;0;0;0;0;0;C19H29NO7;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Pyrrolizidine alkaloids;Alkaloids;Ornithine alkaloids;384.2053;3.3778;3.3778;;
724.4552;T9;71;Late;9;Succession;Late;3343;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;752.7144411;0;0;752.7144411;0;-1;-1;0;1505.428882;-1;0;0;752.7144411;0;0;0;0;0;0;0;0;0;0;0;752.7144411;C38H67N3O6P2;Sphingolipids;;Phosphosphingolipids;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;724.4552;7.4389;7.4389;;
552.4143;T3,T10,T7,T6,T12,T11;3,29,44,99,85,7,10,113;Late,Early,Peak;5,2,9,1,3,8,6,7;Succession;Early,Late;5911;;2309.251909;6245.315911;5168.529559;0;4858.481452;0;4955.053583;1376.180529;0;2309.251909;2619.384009;0;2625.481877;8539.950056;0;5934.311808;6069.48862;1671.372908;5186.774967;-1;-1;17445.6854;37468.09011;-1;0;4955.053583;29934.41455;0;6069.48862;5186.774967;5168.529559;0;6245.315911;0;0;4955.053583;2309.251909;0;0;;;;;;;;;;552.4143;9.5745;9.5745;;
536.2744;T10,T7,T9,T8;71,44,85,57;Late;5,9,8;Succession;Late;5375;;0;0;0;0;0;0;0;0;0;1958.433757;4119.716638;8200.327084;0;0;4119.716638;1958.433757;3258.368285;11458.69537;0;-1;-1;0;35073.69153;-1;0;0;17536.84576;0;3258.368285;0;0;0;0;0;0;0;1958.433757;8200.327084;4119.716638;C30H37N3O6;Tetrapyrroles and derivatives;;Tetrapyrroles and derivatives;;Organoheterocyclic compounds;Carboline alkaloids;Alkaloids;Tryptophan alkaloids;536.2744;9.3576;9.3576;;
834.527;T9,T8;71,57;Late;9,4;Succession;Late;5119;;0;0;0;0;0;0;0;0;929.6542148;0;0;929.6542148;0;0;782.7208755;0;0;782.7208755;0;-1;-1;0;3424.750181;-1;0;0;1712.37509;0;0;0;0;0;0;0;0;0;0;929.6542148;782.7208755;C46H76NO10P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Oxidized glycerophospholipids;Fatty acids;Glycerophospholipids;834.527;9.2175;9.2175;;
474.2597;T9;71;Late;9;Succession;Late;2228;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467.0176092;0;0;467.0176092;0;-1;-1;0;934.0352183;-1;0;0;467.0176092;0;0;0;0;0;0;0;0;0;0;0;467.0176092;;;;;;;;;;474.2597;6.5761;6.5761;;
876.5376;T9;71;Late;9;Succession;Late;4297;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;987.006117;0;0;987.006117;0;-1;-1;0;1974.012234;-1;0;0;987.006117;0;0;0;0;0;0;0;0;0;0;0;987.006117;;;;;;;;;;876.5376;8.6802;8.6802;;
440.3139;T7;3,44;Late;3;Succession;Late;2959;;0;0;0;0;0;0;0;1937.445662;0;1937.445662;0;0;0;0;0;0;0;0;0;-1;-1;0;3874.891323;-1;0;0;1937.445662;0;0;0;0;0;0;0;0;0;1937.445662;0;0;C21H46NO6P;Glycerophospholipids;Lysophosphatidylethanolamines;1-acyl-sn-glycero-3-phosphoethanolamines;Glycerophosphoethanolamines;Lipids and lipid-like molecules;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;440.3139;7.1014;7.1014;;
569.3154;T12;3,7,113;Late;5,2,1,3,8,7;Succession;Late;971;;44630.98066;0;83493.9318;0;11299.47733;0;0;3016.950648;0;0;14902.92235;0;0;2367.48389;0;7276.116926;0;0;0;-1;-1;0;166987.8636;-1;0;0;83493.9318;0;0;0;83493.9318;0;0;0;0;0;0;0;0;;;;;;;;;;569.3154;2.9985;2.9985;;
641.2049;T3,T4,T6;29,7,10,15;Early,Peak;2,6,7;Succession;Early;3537;;0;4127.81407;0;2521.43596;2521.43596;0;2167.374469;0;0;0;0;0;2167.374469;4127.81407;0;0;0;0;0;-1;-1;15465.87453;0;-1;0;2167.374469;8816.624499;0;0;0;0;0;4127.81407;2521.43596;0;2167.374469;0;0;0;C24H30N10O10;Purine nucleosides;;Purine nucleosides;;Nucleosides, nucleotides, and analogues;Purine nucleos(t)ides;Carbohydrates;Nucleosides;641.2049;7.6628;7.6628;;
261.1448;T9,T8,T6,T12,T5,T11;71,3,29,99,57,7,113,23;Late,Early,Peak;5,2,9,4,3,8,7;Succession;Early,Late;585;;0;0;4034.072907;0;1389.208295;2827.439121;5881.041335;12353.03062;17439.96806;0;1405.722609;8812.016461;0;10695.77946;32149.0871;2419.617641;0;10367.25736;2366.92713;-1;-1;11535.91958;94724.2072;-1;0;5881.041335;56070.58406;0;0;2366.92713;4034.072907;0;0;0;2827.439121;5881.041335;0;8812.016461;32149.0871;C11H20N2O5;Carboxylic acids and derivatives;Peptides;Gamma-glutamyl amino acids;Amino acids, peptides, and analogues;Organic acids and derivatives;Dipeptides;Amino acids and Peptides;Small peptides;261.1448;1.9195;1.9195;;
552.403;T9;71;Late;9;Succession;Late;3709;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;722.7654054;0;0;722.7654054;0;-1;-1;0;1445.530811;-1;0;0;722.7654054;0;0;0;0;0;0;0;0;0;0;0;722.7654054;;;;;;;;;;552.403;7.784;7.784;;
282.2796;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;4223;Spectral Match to 9-Octadecenamide, (Z)- from NIST14;377597.5306;430258.6415;68539.45781;465707.3132;323360.9279;364936.7553;267097.4039;391680.1254;275033.1688;193742.5061;182614.2135;288316.1627;310152.5024;307910.5897;215764.4205;352842.3374;235650.2281;259958.8948;251137.4013;-1;-1;2788902.824;2506300.353;-1;0;267097.4039;2781150.29;0;235650.2281;251137.4013;68539.45781;0;430258.6415;465707.3132;364936.7553;267097.4039;193742.5061;288316.1627;215764.4205;C18H35NO;;;Lipids and lipid-like molecules;;Lipids and lipid-like molecules;N-acyl amines;Fatty acids;Fatty amides;282.2796;8.5598;8.5598;nan;CCMSLIB00003139624
643.5175;T10,T8;3,85,57;Late;4,3;Succession;Late;5287;;0;0;0;0;0;0;0;2200.571107;1547.716662;0;0;1547.716662;0;0;0;0;2200.571107;0;0;-1;-1;0;7496.575538;-1;0;0;3748.287769;0;2200.571107;0;0;0;0;0;0;0;0;1547.716662;0;C36H71N2O5P;Sphingolipids;;Phosphosphingolipids;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;643.5175;9.5375;9.5375;;
407.0353;T3,T9,T8;71,57,7,10;Late,Early;9,7;Succession;Early,Late;230;;0;5149.87999;0;0;0;0;0;0;0;0;0;1960.404856;0;6588.476116;4628.071261;0;0;5149.87999;0;-1;-1;10299.75998;13176.95223;-1;0;0;11738.35611;0;0;0;0;0;5149.87999;0;0;0;0;1960.404856;4628.071261;C8H14N4O13S;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids;Amino acids, peptides, and analogues;Organic acids and derivatives;Aminosugars;Carbohydrates;Aminosugars and aminoglycosides;407.0353;1.1543;1.1543;;
535.271;T10,T7,T9,T8,T12,T11;71,3,44,99,85,57,7,113;Late;5,9,1,4,3,8,6,7;Succession;Late;5359;Pyropheophorbide a;1903.860987;0;3221.345784;0;0;0;0;5809.360928;2004.812617;5203.960521;14937.81379;37089.28072;5277.464326;6879.578506;35763.15605;33006.52789;28100.67743;52238.35661;12679.35515;-1;-1;0;244115.5513;-1;0;0;122057.7757;0;28100.67743;12679.35515;3221.345784;0;0;0;0;0;5203.960521;37089.28072;35763.15605;C33H34N4O3;Tetrapyrroles and derivatives;;Porphyrins;Porphyrins;Organoheterocyclic compounds;Carboline alkaloids;Alkaloids;Tryptophan alkaloids;535.271;9.3565;9.3565;OC(CC[C@H]1[C@@H](C2=N/C1=C(CC3=O)\\C4=C3C(C)=C(N4)/C=C5N=C(C(C)=C\\5CC)/C=C(N/6)/C(C=C)=C(C6=C\\2)C)C)=O;CCMSLIB00010128703
720.5388;T8;57,7;Late;7;Succession;Late;6253;;0;0;0;0;0;0;0;0;0;0;0;1285.725445;0;1285.725445;0;0;0;0;0;-1;-1;0;2571.450889;-1;0;0;1285.725445;0;0;0;0;0;0;0;0;0;0;1285.725445;0;C40H75NO8;Sphingolipids;;Glycosphingolipids;Glycosphingolipids;Lipids and lipid-like molecules;Neutral glycosphingolipids;Fatty acids;Sphingolipids;720.5388;9.8716;9.8716;;
882.5968;T10,T8;3,85,57;Late;4,3;Succession;Late;8760;;0;0;0;0;0;0;0;1393.10263;1632.924203;0;0;1632.924203;0;0;0;0;1393.10263;0;0;-1;-1;0;6052.053665;-1;0;0;3026.026833;0;1393.10263;0;0;0;0;0;0;0;0;1632.924203;0;;;;;;;;;;882.5968;10.6879;10.6879;;
325.2716;T9;71;Late;9;Succession;Late;4254;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;661.3900976;0;0;661.3900976;0;-1;-1;0;1322.780195;-1;0;0;661.3900976;0;0;0;0;0;0;0;0;0;0;0;661.3900976;;;;;;;;;;325.2716;8.6418;8.6418;;
668.5099;T9;71;Late;9;Succession;Late;5869;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718.1233253;0;0;718.1233253;0;-1;-1;0;1436.246651;-1;0;0;718.1233253;0;0;0;0;0;0;0;0;0;0;0;718.1233253;C28H65N11O7;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Polyamines;Amino acids and Peptides;Ornithine alkaloids;668.5099;9.543;9.543;;
390.2866;T9;71;Late;9;Succession;Late;2877;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588.121629;0;0;588.121629;0;-1;-1;0;1176.243258;-1;0;0;588.121629;0;0;0;0;0;0;0;0;0;0;0;588.121629;;;;;;;;;;390.2866;7.0745;7.0745;;
487.3321;T6;29;Early,Peak;9;Succession;Early;1864;;0;0;0;0;0;0;1763.160324;0;0;0;0;0;0;0;0;0;0;1763.160324;0;-1;-1;1763.160324;0;-1;0;1763.160324;1763.160324;0;0;0;0;0;0;0;0;1763.160324;0;0;0;C28H38N8;Pyridines and derivatives;;Pyridines and derivatives;;Organoheterocyclic compounds;Pyridine alkaloids;Alkaloids;Nicotinic acid alkaloids;487.3321;5.6804;5.6804;;
202.18;T10,T9,T8,T12,T11;71,3,99,85,57,7,113;Late;5,2,9,1,3,8,6,7;Succession;Late;394;Massbank:AU252106 4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine|1-Piperidineethanol, 4-hydroxy-2,2,6,6-tetramethyl-|1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidin-4-ol;9104.199615;0;26470.64764;0;29118.33443;0;0;3252.807298;0;0;11996.64773;13359.47909;18826.33728;20983.17857;16817.47776;18026.51301;25487.71012;6929.664561;36102.36789;-1;-1;0;236475.365;-1;0;0;118237.6825;0;25487.71012;36102.36789;26470.64764;0;0;0;0;0;0;13359.47909;16817.47776;C11H23NO2;Piperidines;;Piperidines;;Organoheterocyclic compounds;Piperidine alkaloids;Terpenoids;Lysine alkaloids;202.18;1.3004;1.3004;CC1(C)CC(O)CC(C)(C)N1CCO;CCMSLIB00005774329
139.0502;T8;3,57;Late;3;Succession;Late;344;;0;0;0;0;0;0;0;6017.389331;0;0;0;6017.389331;0;0;0;0;0;0;0;-1;-1;0;12034.77866;-1;0;0;6017.389331;0;0;0;0;0;0;0;0;0;0;6017.389331;0;C6H6N2O2;Azoles;;Azoles;;Organoheterocyclic compounds;Pyridine alkaloids;Alkaloids;Nicotinic acid alkaloids;139.0502;1.2517;1.2517;;
312.2329;T6;29;Early,Peak;9;Succession;Early;3312;;0;0;0;0;0;0;18886.05767;0;0;0;0;0;0;0;0;0;0;18886.05767;0;-1;-1;18886.05767;0;-1;0;18886.05767;18886.05767;0;0;0;0;0;0;0;0;18886.05767;0;0;0;C21H29NO;Quinolines and derivatives;Hydroquinolones;Hydroquinolones;Quinolones and derivatives;Organoheterocyclic compounds;Quinoline alkaloids;Alkaloids;Anthranilic acid alkaloids;312.2329;7.3883;7.3883;;
409.1757;T6,T11;3,29,99,7;Late,Early,Peak;2,9,4,3,8,6,7;Succession;Early,Late;2158;;0;0;0;0;7829.441188;0;52275.95281;5885.092279;5636.3767;0;0;0;4364.504883;8245.660407;0;16605.62796;0;7371.239394;3661.990009;-1;-1;52275.95281;7323.980018;-1;0;52275.95281;55937.94281;0;0;3661.990009;0;0;0;0;0;52275.95281;0;0;0;;;;;;;;;;409.1757;6.3107;6.3107;;
655.5388;T10,T6;29,85;Late,Early,Peak;2,9;Succession;Early,Late;9167;;0;0;0;0;3717.874559;0;3717.874559;0;0;0;0;0;0;0;0;0;4612.008084;4612.008084;0;-1;-1;3717.874559;9224.016168;-1;0;3717.874559;8329.882643;0;4612.008084;0;0;0;0;0;0;3717.874559;0;0;0;C36H70N4O6;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;N-acyl amines;Fatty acids;Oligopeptides;655.5388;10.8614;10.8614;;
