parent mass;ATTRIBUTE_Day_cat;ATTRIBUTE_Day_num;ATTRIBUTE_Phases;ATTRIBUTE_replicate;ATTRIBUTE_SampleType;ATTRIBUTE_Shift_Major;cluster index;Compound_Name;GNPSGROUP:1;GNPSGROUP:10;GNPSGROUP:113;GNPSGROUP:15;GNPSGROUP:2;GNPSGROUP:23;GNPSGROUP:29;GNPSGROUP:3;GNPSGROUP:4;GNPSGROUP:44;GNPSGROUP:5;GNPSGROUP:57;GNPSGROUP:6;GNPSGROUP:7;GNPSGROUP:71;GNPSGROUP:8;GNPSGROUP:85;GNPSGROUP:9;GNPSGROUP:99;GNPSGROUP:B;GNPSGROUP:Blanck;GNPSGROUP:Early;GNPSGROUP:Late;GNPSGROUP:MeOH;GNPSGROUP:PB;GNPSGROUP:Peak;GNPSGROUP:Succession;GNPSGROUP:T1;GNPSGROUP:T10;GNPSGROUP:T11;GNPSGROUP:T12;GNPSGROUP:T2;GNPSGROUP:T3;GNPSGROUP:T4;GNPSGROUP:T5;GNPSGROUP:T6;GNPSGROUP:T7;GNPSGROUP:T8;GNPSGROUP:T9;molecularFormula;ClassyFire#class;ClassyFire#level 5;ClassyFire#most specific class;ClassyFire#subclass;ClassyFire#superclass;NPC#class;NPC#pathway;NPC#superclass;precursor mass;RTConsensus;RTMean;Smiles;SpectrumID
611.2872;T9,T8;71,57;Late;9,8;Succession;Late;4878;;0;0;0;0;0;0;0;0;0;0;0;4529.397419;0;0;1490.842986;2349.508809;0;3670.731597;0;-1;-1;0;12040.48081;-1;0;0;6020.240406;0;0;0;0;0;0;0;0;0;0;4529.397419;1490.842986;C34H42O10;Steroids and steroid derivatives;;Steroids and steroid derivatives;;Lipids and lipid-like molecules;Limonoids;Polyketides;Triterpenoids;611.2872;9.1595;9.1595;;
663.4028;T9;71,3;Late;2,3;Succession;Late;6102;;0;0;0;0;2255.783282;0;0;2066.047985;0;0;0;0;0;0;4321.831268;0;0;0;0;-1;-1;0;8643.662535;-1;0;0;4321.831268;0;0;0;0;0;0;0;0;0;0;0;4321.831268;C42H56O5;Prenol lipids;Carotenoids;Xanthophylls;Tetraterpenoids;Lipids and lipid-like molecules;Carotenoids (C40, Î²-Îº);Terpenoids;Carotenoids (C40);663.4028;9.6605;9.6605;;
298.2173;T6;29;Early,Peak;9;Succession;Early;2798;;0;0;0;0;0;0;40022.98723;0;0;0;0;0;0;0;0;0;0;40022.98723;0;-1;-1;40022.98723;0;-1;0;40022.98723;40022.98723;0;0;0;0;0;0;0;0;40022.98723;0;0;0;;;;;;;;;;298.2173;6.9739;6.9739;;
468.3092;T9,T8;71,57,7;Late;9,8,7;Succession;Late;2206;Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14;0;0;0;0;0;0;0;0;0;0;0;5648.143257;0;1956.181429;665.9601031;1886.577888;0;2471.344042;0;-1;-1;0;12628.20672;-1;0;0;6314.10336;0;0;0;0;0;0;0;0;0;0;5648.143257;665.9601031;C22H46NO7P;Glycerophospholipids;Lysophosphatidylcholines;1-acyl-sn-glycero-3-phosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;468.3092;6.3772;6.3772;CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O;CCMSLIB00003138178
599.3984;T10,T9;71,85,7;Late;2,8,7;Succession;Late;893;;0;0;0;0;1391.967527;0;0;0;0;0;0;0;0;2093.503476;4363.159189;2971.191662;2093.503476;0;0;-1;-1;0;12913.32533;-1;0;0;6456.662664;0;2093.503476;0;0;0;0;0;0;0;0;0;4363.159189;;;;;;;;;;300.1992;2.7937;2.7937;;
330.2067;T9;71;Late;9;Succession;Late;3783;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2191.184689;0;0;2191.184689;0;-1;-1;0;4382.369379;-1;0;0;2191.184689;0;0;0;0;0;0;0;0;0;0;0;2191.184689;C20H27NO3;Steroids and steroid derivatives;;Steroids and steroid derivatives;;Lipids and lipid-like molecules;Androstane steroids;Terpenoids;Steroids;330.2067;7.8799;7.8799;;
170.1173;T10,T7,T9,T8;71,3,44,85,57,7;Late;5,2,9,1,4,3,8,6,7;Succession;Late;883;;4775.674634;0;0;0;1398.412194;0;0;3158.645069;2441.857794;2215.739003;1604.804818;9162.992568;3132.675953;1347.005527;9654.709358;2667.559582;1508.946148;2015.751506;0;-1;-1;0;45084.77416;-1;0;0;22542.38708;0;1508.946148;0;0;0;0;0;0;0;2215.739003;9162.992568;9654.709358;C9H17NO3;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids;Amino acids, peptides, and analogues;Organic acids and derivatives;Aminoacids;Amino acids and Peptides;Small peptides;170.1173;2.7013;2.7013;;
802.5385;T7,T9,T8;71,3,44,57;Late;2,9,4,3,8;Succession;Late;5595;;0;0;0;0;1687.762104;0;0;1615.319068;3723.288909;1532.895219;0;3723.288909;0;0;5236.143296;1532.895219;0;1933.062124;0;-1;-1;0;20984.65485;-1;0;0;10492.32742;0;0;0;0;0;0;0;0;0;1532.895219;3723.288909;5236.143296;C46H76NO8P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;802.5385;9.6064;9.6064;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369.3519;T8;57;Late;4;Succession;Late;8209;;0;0;0;0;0;0;0;0;901.4326103;0;0;901.4326103;0;0;0;0;0;0;0;-1;-1;0;1802.865221;-1;0;0;901.4326103;0;0;0;0;0;0;0;0;0;0;901.4326103;0;;;;;;;;;;369.3519;10.3728;10.3728;;
499.322;T7,T6;29,44;Late,Early,Peak;2,8;Succession;Early,Late;3007;;0;0;0;0;1787.33717;0;1787.33717;0;0;1308.107736;0;0;0;0;0;1308.107736;0;0;0;-1;-1;1787.33717;2616.215472;-1;0;1787.33717;3095.444906;0;0;0;0;0;0;0;0;1787.33717;1308.107736;0;0;C24H51O6PS;Glycerophospholipids;;Glycerophospholipids;;Lipids and lipid-like molecules;Glycerophosphates;Fatty acids;Glycerophospholipids;499.322;7.154;7.154;;
407.2293;T9;71;Late;9;Succession;Late;1004;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517.2101927;0;0;517.2101927;0;-1;-1;0;1034.420385;-1;0;0;517.2101927;0;0;0;0;0;0;0;0;0;0;0;517.2101927;;;;;;;;;;407.2293;3.0737;3.0737;;
285.1448;T9,T12,T11;71,3,99,113;Late;9,4,3;Succession;Late;493;Usujirene;0;0;10122.72916;0;0;0;0;1612.733582;13564.1401;0;0;0;0;0;2300.755336;0;0;2300.755336;5054.144521;-1;-1;0;34955.25804;-1;0;0;17477.62902;0;0;5054.144521;10122.72916;0;0;0;0;0;0;0;2300.755336;C13H20N2O5;Organooxygen compounds;Alkyl aryl ethers;Alkyl aryl ethers;Ethers;Organic oxygen compounds;Pyrazine and Piperazine alkaloids;Alkaloids;Peptide alkaloids;285.1448;1.4951;1.4951;CC=CNC1=C(C(=NCC(=O)O)CC(C1)(CO)O)OC;CCMSLIB00010013013
564.307;T7,T9,T8,T12,T11;71,44,99,57,7,113;Late;2,9,4,8,7;Succession;Late;2385;;0;0;6181.70936;0;9358.866499;0;0;0;15102.81741;4025.64085;0;32428.10504;0;17655.36429;17027.63831;15810.0514;0;11944.14187;10208.14791;-1;-1;0;139742.4829;-1;0;0;69871.24147;0;0;10208.14791;6181.70936;0;0;0;0;0;4025.64085;32428.10504;17027.63831;;;;;;;;;;564.307;6.5844;6.5844;;
605.5121;T12,T11;3,99,7,113;Late;9,4,3,8,7;Succession;Late;8174;;0;0;9882.365638;0;0;0;0;5335.493281;2986.789053;0;0;0;0;8356.923705;0;2503.907547;0;6129.66067;15430.40862;-1;-1;0;50625.54851;-1;0;0;25312.77426;0;0;15430.40862;9882.365638;0;0;0;0;0;0;0;0;;;;;;;;;;605.5121;10.3518;10.3518;;
729.4337;T9;71;Late;9;Succession;Late;3569;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;516.7549208;0;0;516.7549208;0;-1;-1;0;1033.509842;-1;0;0;516.7549208;0;0;0;0;0;0;0;0;0;0;0;516.7549208;C30H56N12O9;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;729.4337;7.6114;7.6114;;
231.149;T9;71;Late;9;Succession;Late;783;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;645.4189832;0;0;645.4189832;0;-1;-1;0;1290.837966;-1;0;0;645.4189832;0;0;0;0;0;0;0;0;0;0;0;645.4189832;C14H18N2O;Indoles and derivatives;;Indoles;Indoles;Organoheterocyclic compounds;Quinolizidine alkaloids;Alkaloids;Tryptophan alkaloids;231.149;2.3571;2.3571;;
325.3217;T9,T12;71,3,113;Late;9,3;Succession;Late;1798;;0;0;1624.647292;0;0;0;0;1624.647292;0;0;0;0;0;0;648.0636386;0;0;648.0636386;0;-1;-1;0;4545.421862;-1;0;0;2272.710931;0;0;0;1624.647292;0;0;0;0;0;0;0;648.0636386;C20H40N2O;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;N-acyl amines;Alkaloids;Fatty amides;325.3217;5.4764;5.4764;;
215.0165;T3,T10,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;290;;36683.09924;81451.02518;53096.02232;0;59044.44153;22356.88977;3368.232324;65979.96068;53926.30513;4707.871885;85643.48951;143050.7162;42564.07109;96113.64193;115487.7075;16056.31569;65995.67327;80215.47438;46712.6608;-1;-1;210984.0622;858101.3038;-1;0;3368.232324;536226.7992;0;65995.67327;46712.6608;53096.02232;0;81451.02518;0;22356.88977;3368.232324;4707.871885;143050.7162;115487.7075;;;;;;;;;;215.0165;1.1232;1.1232;;
660.4948;T9;71;Late;9;Succession;Late;5421;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;997.4764239;0;0;997.4764239;0;-1;-1;0;1994.952848;-1;0;0;997.4764239;0;0;0;0;0;0;0;0;0;0;0;997.4764239;C36H70NO7P;Glycerophospholipids;;Glycerophosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;660.4948;9.3896;9.3896;;
549.2497;T9;71;Late;9;Succession;Late;5834;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572.0030791;0;0;572.0030791;0;-1;-1;0;1144.006158;-1;0;0;572.0030791;0;0;0;0;0;0;0;0;0;0;0;572.0030791;C30H38O8;Lactones;;Delta valerolactones;Delta valerolactones;Organoheterocyclic compounds;Tetraketide meroterpenoids;Polyketides;Meroterpenoids;549.2497;9.5238;9.5238;;
300.2331;T6;29;Early,Peak;9;Succession;Early;3399;;0;0;0;0;0;0;68256.93247;0;0;0;0;0;0;0;0;0;0;68256.93247;0;-1;-1;68256.93247;0;-1;0;68256.93247;68256.93247;0;0;0;0;0;0;0;0;68256.93247;0;0;0;C20H29NO;Quinolines and derivatives;Hydroquinolones;Hydroquinolones;Quinolones and derivatives;Organoheterocyclic compounds;Quinoline alkaloids;Alkaloids;Anthranilic acid alkaloids;300.2331;7.465;7.465;;
385.2926;PB;PB;PB;PB;;PB;3686;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;-1;375263.6156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;385.2926;7.8499;7.8499;;
301.1263;T8;3,57;Late;3;Succession;Late;866;;0;0;0;0;0;0;0;8514.221243;0;0;0;8514.221243;0;0;0;0;0;0;0;-1;-1;0;17028.44249;-1;0;0;8514.221243;0;0;0;0;0;0;0;0;0;0;8514.221243;0;;;;;;;;;;301.1263;2.6179;2.6179;;
939.3765;T3,T4,T6;29,7,10,15;Early,Peak;2,1,8,6,7;Succession;Early;7211;;3932.079972;13624.23503;0;8709.819932;4777.73996;0;3667.069945;0;0;0;0;0;3667.069945;8220.562735;0;5403.672295;0;0;0;-1;-1;48335.17987;0;-1;0;3667.069945;26001.12491;0;0;0;0;0;13624.23503;8709.819932;0;3667.069945;0;0;0;;;;;;;;;;939.3765;10.0294;10.0294;;
609.471;T3,T10,T4,T7,T8,T6,T12,T5,T11;3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;7593;;17836.33559;12114.02129;15057.41727;25722.55664;18781.99212;55857.47061;28137.05952;20088.63684;17700.25273;2380.76117;8028.579483;2839.674432;14661.62849;26267.54752;0;28333.03906;5709.931494;12776.44526;16655.56465;-1;-1;215525.1566;85286.69805;-1;0;28137.05952;164474.4571;0;5709.931494;16655.56465;15057.41727;0;12114.02129;25722.55664;55857.47061;28137.05952;2380.76117;2839.674432;0;C34H66O7;Steroids and steroid derivatives;3-hydroxysteroids;3-hydroxysteroids;Hydroxysteroids;Lipids and lipid-like molecules;Baccharane triterpenoids;Terpenoids;Triterpenoids;609.471;10.2502;10.2502;;
304.3001;T10,T4,T7,T9,T8,T6;71,29,44,85,57,15;Late,Early,Peak;5,2,9,4,8;Succession;Early,Late;3268;Spectral Match to Benzyldodecyldimethylammonium from NIST14;0;0;0;9013.08845;8076.872863;0;5471.405893;0;3922.794989;2031.455504;10338.05539;3195.66565;0;0;922.0233438;8439.076985;17783.03655;7639.875173;0;-1;-1;23497.58279;47864.3621;-1;0;5471.405893;38416.6754;0;17783.03655;0;0;0;0;9013.08845;0;5471.405893;2031.455504;3195.66565;922.0233438;C21H37N;Benzene and substituted derivatives;;Phenylmethylamines;Phenylmethylamines;Benzenoids;Phenylalanine-derived alkaloids;Alkaloids;Pseudoalkaloids;304.3001;7.3699;7.3699;CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1;CCMSLIB00003136054
804.5522;T10,T4,T7,T9,T8,T12;71,3,44,85,57,113,15;Late,Early;2,9,4,3,8;Succession;Early,Late;7297;;0;0;6093.458704;2309.373851;3091.72659;0;0;19359.60005;11152.51717;1821.719027;0;8369.216451;0;0;14279.34323;1821.719027;8772.393969;6219.942393;0;-1;-1;4618.747701;78672.26276;-1;0;0;41645.50523;0;8772.393969;0;6093.458704;0;0;2309.373851;0;0;1821.719027;8369.216451;14279.34323;C46H78NO8P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;804.5522;10.0341;10.0341;;
279.064;T8,T12;57,113;Late;8,6;Succession;Late;1520;;0;0;3220.092045;0;0;0;0;0;0;0;0;1795.354594;3220.092045;0;0;1795.354594;0;0;0;-1;-1;0;10030.89328;-1;0;0;5015.446639;0;0;0;3220.092045;0;0;0;0;0;0;1795.354594;0;C12H16O5;Organooxygen compounds;Alkyl aryl ethers;Alkyl aryl ethers;Ethers;Organic oxygen compounds;2-pyrone derivatives;Polyketides;Phloroglucinols;279.064;4.6871;4.6871;;
160.1329;T10,T7,T9,T8,T6,T5,T11;71,3,29,44,99,85,57,7,23;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;473;;2395.344361;0;0;0;3659.456405;7712.060248;24782.52137;9801.076414;16878.68475;6250.598285;2267.998;3401.620005;10382.33906;9907.057993;12650.0539;2591.141881;2780.029331;2836.76384;3142.979566;-1;-1;40206.64186;56450.56217;-1;0;24782.52137;60719.8627;0;2780.029331;3142.979566;0;0;0;0;7712.060248;24782.52137;6250.598285;3401.620005;12650.0539;C8H17NO2;Organonitrogen compounds;Tetraalkylammonium salts;Tetraalkylammonium salts;Quaternary ammonium salts;Organic nitrogen compounds;Wax monoesters;Fatty acids;Fatty esters;160.1329;1.1247;1.1247;;
468.4415;T3,T4;3,10,15;Early;2,1,3;Succession;Early;4237;;6058.977623;6147.698846;0;5731.259818;2929.571275;0;0;2890.409767;0;0;0;0;0;0;0;0;0;0;0;-1;-1;23757.91733;0;-1;0;0;11878.95866;0;0;0;0;0;6147.698846;5731.259818;0;0;0;0;0;C29H57NO3;Fatty Acyls;N-acyl amines;N-acyl amines;Fatty amides;Lipids and lipid-like molecules;Ceramides;Fatty acids;Fatty amides;468.4415;8.5663;8.5663;;
685.5813;T9;71;Late;9;Succession;Late;7942;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1083.627559;0;0;1083.627559;0;-1;-1;0;2167.255119;-1;0;0;1083.627559;0;0;0;0;0;0;0;0;0;0;0;1083.627559;C31H74N9O7;Carboxylic acids and derivatives;Amino acids and derivatives;N-acyl-alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;N-acyl amines;Amino acids and Peptides;Fatty amides;685.5813;10.2525;10.2525;;
874.5362;T10,T4,T7,T9,T8,T12,T11;71,3,44,99,85,57,7,113,15;Late,Early;5,2,9,4,3,8,6,7;Succession;Early,Late;6354;;0;0;4195.106895;2362.382873;2367.222579;0;0;10536.66636;4925.172685;2359.984139;3976.031559;6368.379053;2172.315518;6171.060345;12342.80945;2359.984139;8542.651737;5835.176489;2172.315518;-1;-1;4724.765745;71962.4936;-1;0;0;38343.62967;0;8542.651737;2172.315518;4195.106895;0;0;2362.382873;0;0;2359.984139;6368.379053;12342.80945;;;;;;;;;;874.5362;9.7563;9.7563;;
776.5594;T8;57;Late;4;Succession;Late;8978;;0;0;0;0;0;0;0;0;1200.465715;0;0;1200.465715;0;0;0;0;0;0;0;-1;-1;0;2400.931431;-1;0;0;1200.465715;0;0;0;0;0;0;0;0;0;0;1200.465715;0;;;;;;;;;;776.5594;10.7179;10.7179;;
548.2756;T9,T8;71,57;Late;9,4;Succession;Late;2587;;0;0;0;0;0;0;0;0;1656.973811;0;0;1656.973811;0;0;1103.703323;0;0;1103.703323;0;-1;-1;0;5521.354268;-1;0;0;2760.677134;0;0;0;0;0;0;0;0;0;0;1656.973811;1103.703323;C27H44NO7P;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;548.2756;6.8082;6.8082;;
349.1991;T7,T9;71,44;Late;9,8;Succession;Late;2491;;0;0;0;0;0;0;0;0;0;1481.164588;0;0;0;0;507.6515549;1481.164588;0;507.6515549;0;-1;-1;0;3977.632285;-1;0;0;1988.816143;0;0;0;0;0;0;0;0;0;1481.164588;0;507.6515549;;;;;;;;;;349.1991;6.6842;6.6842;;
659.5127;T10,T7,T9,T8,T6,T12,T11;71,3,29,44,99,85,57,7,113;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;5293;;12684.98298;0;2631.29547;0;9483.249072;0;5833.573338;19622.90829;25842.33436;21335.79799;6888.326624;33686.13599;2304.587426;5176.554312;14385.99969;7850.180808;12631.05411;3321.033783;2670.301072;-1;-1;5833.573338;174681.1686;-1;0;5833.573338;93174.15765;0;12631.05411;2670.301072;2631.29547;0;0;0;0;5833.573338;21335.79799;33686.13599;14385.99969;C36H71N2O6P;Sphingolipids;Phosphoceramides;Ceramide phosphoethanolamines;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;659.5127;9.5336;9.5336;;
789.4464;T12;113;Late;1;Succession;Late;1104;;2766.037919;0;2766.037919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;5532.075838;-1;0;0;2766.037919;0;0;0;2766.037919;0;0;0;0;0;0;0;0;;;;;;;;;;789.4464;3.4512;3.4512;;
482.3247;T8;57;Late;8;Succession;Late;2503;Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14;0;0;0;0;0;0;0;0;0;0;0;2294.231402;0;0;0;2294.231402;0;0;0;-1;-1;0;4588.462804;-1;0;0;2294.231402;0;0;0;0;0;0;0;0;0;0;2294.231402;0;C23H48NO7P;Glycerophospholipids;Lysophosphatidylcholines;1-acyl-sn-glycero-3-phosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;482.3247;6.7012;6.7012;nan;CCMSLIB00003138155
835.4647;T3,T10,T4,T9,T8,T6,T12,T11;71,3,29,99,85,57,7,10,113,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2130;;6524.891518;14786.58077;2051.034106;6097.494286;5423.522636;0;10641.16438;5213.16244;4171.402379;0;1933.955247;2829.416814;5515.855453;9000.668932;4620.386724;8707.367568;9144.201387;6729.770829;3050.31853;-1;-1;52409.3145;43390.71512;-1;0;10641.16438;53220.597;0;9144.201387;3050.31853;2051.034106;0;14786.58077;6097.494286;0;10641.16438;0;2829.416814;4620.386724;C33H56N20O5;Carboxylic acids and derivatives;Amino acids and derivatives;N-acyl-L-alpha-amino acids;Amino acids, peptides, and analogues;Organic acids and derivatives;Purine alkaloids;Alkaloids;Pseudoalkaloids;835.4647;6.1923;6.1923;;
204.1151;T4;15;Early;6;Succession;Early;669;;0;0;0;6387.41588;0;0;0;0;0;0;0;0;6387.41588;0;0;0;0;0;0;-1;-1;12774.83176;0;-1;0;0;6387.41588;0;0;0;0;0;0;6387.41588;0;0;0;0;0;C9H18NO2P;Organic phosphonic acids and derivatives;;Phosphonic acid esters;Phosphonic acid esters;Organic acids and derivatives;Phenylalanine-derived alkaloids;Alkaloids;Monoterpenoids;204.1151;2.0039;2.0039;;
764.5647;T3,T4,T7,T8,T6;3,29,44,57,7,10,15;Late,Early,Peak;2,9,1,3,8,6,7;Succession;Early,Late;5599;;8712.716266;3459.403331;0;29638.11935;8053.014235;0;4019.630427;5812.701342;0;4997.135898;0;2243.232569;3370.898737;2573.4421;0;8161.849255;0;7672.899638;0;-1;-1;70214.67578;14480.73693;-1;0;4019.630427;44357.52157;0;0;0;0;0;3459.403331;29638.11935;0;4019.630427;4997.135898;2243.232569;0;C42H79NO9;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Triacylglycerols;Fatty acids;Glycerolipids;764.5647;9.4626;9.4626;;
502.2923;T4,T9,T8;71,57,7,15;Late,Early;9,4,7;Succession;Early,Late;2330;;0;0;0;4160.34644;0;0;0;0;900.9171913;0;0;900.9171913;0;4160.34644;557.0544243;0;0;557.0544243;0;-1;-1;8320.692879;2915.943231;-1;0;0;5618.318055;0;0;0;0;0;0;4160.34644;0;0;0;900.9171913;557.0544243;C23H46NO7P;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;502.2923;6.8767;6.8767;;
620.2907;T9;71;Late;9;Succession;Late;4449;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625.4798504;0;0;625.4798504;0;-1;-1;0;1250.959701;-1;0;0;625.4798504;0;0;0;0;0;0;0;0;0;0;0;625.4798504;C24H41N7O12;Carboxylic acids and derivatives;Peptides;Peptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Cyclic peptides;Amino acids and Peptides;Oligopeptides;620.2907;8.8719;8.8719;;
314.3056;T9;71;Late;9;Succession;Late;3099;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895.3193297;0;0;895.3193297;0;-1;-1;0;1790.638659;-1;0;0;895.3193297;0;0;0;0;0;0;0;0;0;0;0;895.3193297;C19H39NO2;Organonitrogen compounds;Alkanolamines;1,2-aminoalcohols;Amines;Organic nitrogen compounds;Sphingoid bases;Fatty acids;Sphingolipids;314.3056;7.2663;7.2663;;
437.2363;T12;3,113;Late;5,2,1,3,8;Succession;Late;860;;29997.59655;0;52818.32992;0;7043.125978;0;0;1808.547397;0;0;9423.1889;0;0;0;0;4545.871095;0;0;0;-1;-1;0;105636.6598;-1;0;0;52818.32992;0;0;0;52818.32992;0;0;0;0;0;0;0;0;;;;;;;;;;437.2363;2.5943;2.5943;;
440.2774;T8;57,7;Late;7;Succession;Late;2181;;0;0;0;0;0;0;0;0;0;0;0;1331.601019;0;1331.601019;0;0;0;0;0;-1;-1;0;2663.202038;-1;0;0;1331.601019;0;0;0;0;0;0;0;0;0;0;1331.601019;0;;;;;;;;;;440.2774;6.5718;6.5718;;
253.0543;T9;71;Late;9;Succession;Late;420;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;631.1446602;0;0;631.1446602;0;-1;-1;0;1262.28932;-1;0;0;631.1446602;0;0;0;0;0;0;0;0;0;0;0;631.1446602;C7H10N4O5;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acid esters;Amino acids, peptides, and analogues;Organic acids and derivatives;Aminoacids;Amino acids and Peptides;Small peptides;253.0543;1.3325;1.3325;;
389.2915;T9;71;Late;9;Succession;Late;3784;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;755.8191403;0;0;755.8191403;0;-1;-1;0;1511.638281;-1;0;0;755.8191403;0;0;0;0;0;0;0;0;0;0;0;755.8191403;;;;;;;;;;389.2915;7.8799;7.8799;;
870.5236;T7;44;Late;8;Succession;Late;7340;;0;0;0;0;0;0;0;0;0;1606.184788;0;0;0;0;0;1606.184788;0;0;0;-1;-1;0;3212.369576;-1;0;0;1606.184788;0;0;0;0;0;0;0;0;0;1606.184788;0;0;;;;;;;;;;870.5236;10.0559;10.0559;;
783.46;T9;71;Late;9;Succession;Late;1318;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504.1463714;0;0;504.1463714;0;-1;-1;0;1008.292743;-1;0;0;504.1463714;0;0;0;0;0;0;0;0;0;0;0;504.1463714;C41H62N6O9;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;783.46;4.2621;4.2621;;
696.505;T12,T11;3,99,7,113;Late;5,2,3,8,7;Succession;Late;9210;;0;0;12478.17985;0;3581.032395;0;0;1650.933874;0;0;3548.40879;0;0;4697.896536;0;2580.940651;0;0;3581.032395;-1;-1;0;32118.42449;-1;0;0;16059.21225;0;0;3581.032395;12478.17985;0;0;0;0;0;0;0;0;C39H69NO9;Prenol lipids;Diterpene glycosides;Diterpene glycosides;Terpene glycosides;Lipids and lipid-like molecules;Open-chain polyketides;Polyketides;Linear polyketides;696.505;10.8575;10.8575;;
815.5604;T4;3,7,15;Early;3,6,7;Succession;Early;5315;;0;0;0;7710.257683;0;0;0;2215.763846;0;0;0;0;2620.721948;2873.771888;0;0;0;0;0;-1;-1;15420.51537;0;-1;0;0;7710.257683;0;0;0;0;0;0;7710.257683;0;0;0;0;0;C39H74N8O10;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;815.5604;9.5504;9.5504;;
